,Control.vs.Treated.Gene,Control.vs.Treated.mRNA_logFC,Control.vs.Treated.mRNA_FDR,Control.vs.Treated.Change_type,Control.vs.Treated.P.value,Control.vs.Treated.FDR,Control.vs.Treated.Direction
13119,MAPT-AS1,0,1,translational_only,NA,NA,1
13120,MAPT-IT1,0,1,translational_only,NA,NA,1
13121,MARC1,0,1,translational_only,NA,NA,1
13122,MARC2,1.25099715662836,1,translational_only,NA,NA,1
13123,MARCH1,0.182502402670006,1,translational_only,0.2668256159345,1,-1
13124,MARCH10,0.52341472092464,1,translational_only,NA,NA,1
13125,MARCH11,0,1,translational_only,NA,NA,1
13126,MARCH2,1.64996345779069,1,both,NA,NA,1
13127,MARCH3,0.291970944653728,1,translational_only,0.029877568762056,0.545347018891765,-1
13128,MARCH4,-0.146300921860742,1,translational_only,NA,NA,1
13129,MARCH5,1.08338625251964,1,translational_only,NA,NA,1
13130,MARCH6,0.585806227760592,1,translational_only,0.065530569035048,0.750072974801163,-1
13131,MARCH7,1.86568290034604,0.280934707683157,both,NA,NA,1
13132,MARCH8,0.784101235143369,1,translational_only,NA,NA,1
13133,MARCH9,0.278268724059709,1,translational_only,NA,NA,1
13134,MARCKS,0.050833745188187,1,translational_only,0.636877303238174,1,1
13135,MARCKSL1,0.355961985553539,1,translational_only,NA,NA,1
13136,MARCO,0,1,translational_only,NA,NA,1
13137,MARK1,-0.143635869476529,1,translational_only,NA,NA,1
13138,MARK2,0.424835096616346,1,translational_only,NA,NA,1
13139,MARK2P9,1.02307954980628,1,translational_only,NA,NA,1
13140,MARK3,0.065140979394087,1,translational_only,0.949895911445547,1,-1
13141,MARK4,0.17369202813683,1,translational_only,NA,NA,1
13142,MARS,-0.105029947160663,1,translational_only,0.406148696935817,1,1
13143,MARS2,-0.527279660685747,1,translational_only,NA,NA,1
13144,MARVELD1,0.263127115449355,1,translational_only,NA,NA,1
13145,MARVELD2,1.09599055655711,1,translational_only,NA,NA,1
13146,MARVELD3,0.281178053257601,1,translational_only,0.889440870033131,1,1
13147,MAS1,0,1,translational_only,NA,NA,1
13148,MAS1L,0,1,translational_only,NA,NA,1
13149,MASP1,2.26656897616133,1,both,NA,NA,1
13150,MASP2,-0.263255166191254,1,translational_only,0.776566953237661,1,1
13151,MAST1,0.388382034181681,1,translational_only,NA,NA,1
13152,MAST2,1.14795591916149,0.234970440494872,translational_only,0.005198072459108,0.245580291098753,-1
13153,MAST3,-0.074868184915584,1,translational_only,NA,NA,1
13154,MAST4,0.864164755967576,1,translational_only,0.734058215170292,1,-1
13155,MASTL,0.097362549337623,1,translational_only,0.262881023843489,1,-1
13156,MAT1A,0,1,translational_only,NA,NA,1
13157,MAT2A,0.111647259399817,1,translational_only,0.993319636098446,1,1
13158,MAT2B,0.255887707143173,1,translational_only,NA,NA,1
13159,MATK,0,1,translational_only,NA,NA,1
13160,MATN1,0.263443356704935,1,translational_only,NA,NA,1
13161,MATN1-AS1,-0.672426941257309,1,translational_only,NA,NA,1
13162,MATN2,1.18647469213851,1,translational_only,NA,NA,1
13163,MATN3,-0.121006587910026,1,translational_only,NA,NA,1
13164,MATN4,0,1,translational_only,NA,NA,1
13165,MATR3,0.606312849574443,1,translational_only,0.05338923207667,0.698169435273974,-1
13166,MAU2,0.575040168587485,1,translational_only,NA,NA,1
13167,MAVS,0.175598247103339,1,translational_only,0.947631634950169,1,-1
13168,MAX,0.467393233733752,1,translational_only,0.94277525996125,1,1
13169,MAZ,-0.080582111012978,1,translational_only,0.796978878260806,1,1
13170,MB,0,1,translational_only,NA,NA,1
13171,MB21D1,-1.48489249134008,1,translational_only,NA,NA,1
13172,MB21D2,-0.149300145180478,1,translational_only,NA,NA,1
13173,MBD1,0.422932014000465,1,translational_only,NA,NA,1
13174,MBD2,-0.146899742937808,1,translational_only,NA,NA,1
13175,MBD3,-0.625377231651963,1,translational_only,NA,NA,1
13176,MBD3L1,0,1,translational_only,NA,NA,1
13177,MBD3L2,0,1,translational_only,NA,NA,1
13178,MBD3L3,0,1,translational_only,NA,NA,1
13179,MBD3L4,0,1,translational_only,NA,NA,1
13180,MBD3L5,0,1,translational_only,NA,NA,1
13181,MBD4,-0.765822546108652,1,translational_only,NA,NA,1
13182,MBD5,1.63571999426482,1,both,NA,NA,1
13183,MBD6,0.407382964981279,1,translational_only,0.257146141792224,1,-1
13184,MBIP,-1.50668679322581,1,both,NA,NA,1
13185,MBL1P,3.09548671975407,1,both,NA,NA,1
13186,MBL2,0,1,translational_only,NA,NA,1
13187,MBLAC1,-0.116907134554827,1,translational_only,NA,NA,1
13188,MBLAC2,-0.549046167315888,1,translational_only,NA,NA,1
13189,MBNL1,-0.129893706084782,1,translational_only,0.215149043524971,1,1
13190,MBNL1-AS1,0.184655285098364,1,translational_only,0.833804788102458,1,-1
13191,MBNL2,0.558814878991545,1,translational_only,NA,NA,1
13192,MBNL3,-0.116909571008549,1,translational_only,NA,NA,1
13193,MBOAT1,0,1,translational_only,NA,NA,1
13194,MBOAT2,0.645423918024366,1,translational_only,0.022272696808065,0.479323161059517,-1
13195,MBOAT4,0.088961331048196,1,translational_only,NA,NA,1
13196,MBOAT7,0.255948269219784,1,translational_only,NA,NA,1
13197,MBP,1.08535130618742,1,translational_only,NA,NA,1
13198,MBTD1,-0.147561371256058,1,translational_only,NA,NA,1
13199,MBTPS1,0.12096732870406,1,translational_only,NA,NA,1
13200,MBTPS2,0.249936171016441,1,translational_only,NA,NA,1
13201,MC1R,0.615811631545183,1,translational_only,0.00144294927031,0.131839996487299,-1
13202,MC2R,0.138967578736621,1,translational_only,NA,NA,1
13203,MC3R,0,1,translational_only,NA,NA,1
13204,MC4R,0,1,translational_only,NA,NA,1
13205,MC5R,0,1,translational_only,NA,NA,1
13206,MCAM,0.750361799630418,1,translational_only,9.58460069089284E-05,0.015598937624428,-1
13207,MCAT,-3.77136894362936,1,both,NA,NA,1
13208,MCC,0.284173155621035,1,translational_only,0.420042709967272,1,-1
13209,MCCC1,0.772486740816739,1,translational_only,NA,NA,1
13210,MCCC2,0.503334763435897,1,translational_only,NA,NA,1
13211,MCCD1,0.774823138098113,1,translational_only,NA,NA,1
13212,MCEE,0,1,translational_only,NA,NA,1
13213,MCEMP1,0,1,translational_only,NA,NA,1
13214,MCF2,0,1,translational_only,NA,NA,1
13215,MCF2L,-0.133303965071522,1,translational_only,NA,NA,1
13216,MCF2L-AS1,0,1,translational_only,NA,NA,1
13217,MCF2L2,0.073791738163241,1,translational_only,0.938843456955924,1,-1
13218,MCFD2,-0.150242173077132,1,translational_only,0.488053113349805,1,1
13219,MCHR1,0,1,translational_only,NA,NA,1
13220,MCHR2,-0.362998934462703,1,translational_only,NA,NA,1
13221,MCHR2-AS1,0,1,translational_only,NA,NA,1
13222,MCIDAS,0.409669586962934,1,translational_only,NA,NA,1
13223,MCL1,0.232454111860523,1,translational_only,0.646118450619094,1,1
13224,MCM10,0.717632428950593,1,translational_only,NA,NA,1
13225,MCM2,0.331861367715248,1,translational_only,0.15937977713713,1,-1
13226,MCM3,0.71506518594285,1,translational_only,0.021223800613832,0.470355547220581,-1
13227,MCM3AP,0.148688692961452,1,translational_only,0.614702115999901,1,-1
13228,MCM3AP-AS1,-0.125264255846806,1,translational_only,1,1,1
13229,MCM4,-0.443258514028354,1,translational_only,0.110152844587126,0.90485175805955,1
13230,MCM5,-0.251949194398377,1,translational_only,NA,NA,1
13231,MCM6,-0.071148203698141,1,translational_only,NA,NA,1
13232,MCM7,0.210465419484133,1,translational_only,0.785254395171929,1,-1
13233,MCM8,0.95089712837125,1,translational_only,0.00811631236203,0.304098955262264,-1
13234,MCM8-AS1,-0.220497484459139,1,translational_only,0.663448273757703,1,-1
13235,MCM9,0.005962321001507,1,translational_only,NA,NA,1
13236,MCMBP,0.494407808762747,1,translational_only,0.142139396124348,1,-1
13237,MCMDC2,-1.06020145902889,1.05515119149483E-05,both,1,1,1
13238,MCOLN1,-1.52425936482166,1,both,NA,NA,1
13239,MCOLN2,3.1149509247204,1,both,NA,NA,1
13240,MCOLN3,-0.11785771645991,1,translational_only,NA,NA,1
13241,MCPH1,0.015757474243025,1,translational_only,NA,NA,1
13242,MCPH1-AS1,0.405493230362516,1,translational_only,0.884072157101592,1,1
13243,MCRS1,0.505578612931495,1,translational_only,NA,NA,1
13244,MCTP1,0.49614221595915,1,translational_only,0.483787178105099,1,-1
13245,MCTP2,0.428060589229581,1,translational_only,NA,NA,1
13246,MCTS1,0.027089180688242,1,translational_only,0.63552606945004,1,-1
13247,MCTS2P,2.19064300885316,1,both,NA,NA,1
13248,MCU,1.19425642731767,1,translational_only,NA,NA,1
13249,MCUR1,0.203581765205887,1,translational_only,0.912880738707539,1,-1
13250,MDC1,0.508447316191853,1,translational_only,0.069047068262922,0.76179290204827,-1
13251,MDFI,0,1,translational_only,NA,NA,1
13252,MDFIC,0.146227394890723,1,translational_only,0.592327587310901,1,-1
13253,MDGA1,-0.142243475865798,1,translational_only,NA,NA,1
13254,MDGA2,-1.64918373919809,1,both,NA,NA,1
13255,MDH1,0.300359820204366,1,translational_only,NA,NA,1
13256,MDH1B,-2.85483173361028,1,both,NA,NA,1
13257,MDH2,-0.363393546181403,1,translational_only,0.017357063042232,0.427298132170201,1
13258,MDK,0.696839784891233,1,translational_only,0.024255122429203,0.503727322190846,-1
13259,MDM1,0.780975085744561,1,translational_only,NA,NA,1
13260,MDM2,0.481297274712182,1,translational_only,0.020856531507464,0.466464440789334,-1
13261,MDM4,0.111010789319059,1,translational_only,0.613365276177732,1,-1
13262,MDN1,0.25269297088987,1,translational_only,0.871166874314901,1,-1
13263,MDP1,0,1,translational_only,NA,NA,1
13264,MDS2,-0.91374511820647,1,translational_only,NA,NA,1
13265,ME1,0.721932803906518,1,translational_only,NA,NA,1
13266,ME2,-0.301412524540898,1,translational_only,0.695659193892675,1,1
13267,ME3,3.65060066217876,1,both,NA,NA,1
13268,MEA1,0.142615469311965,1,translational_only,0.748535771427313,1,-1
13269,MEAF6,-0.545242121871353,1,translational_only,NA,NA,1
13270,MEAT6,0,1,translational_only,NA,NA,1
13271,MECOM,0.181150582678958,1,translational_only,0.884675780296564,1,-1
13272,MECP2,0.123602922726986,1,translational_only,0.823304339477796,1,-1
13273,MECR,-0.121002483855286,1,translational_only,NA,NA,1
13274,MED1,0.371378784480878,1,translational_only,0.5157319742437,1,-1
13275,MED10,1.74559946519822,1,both,NA,NA,1
13276,MED11,-0.44931696536553,1,translational_only,NA,NA,1
13277,MED12,-0.053968801160335,1,translational_only,NA,NA,1
13278,MED12L,1.08970130074072,1,translational_only,NA,NA,1
13279,MED13,0.840223297651736,1,translational_only,NA,NA,1
13280,MED13L,-0.040490402601457,1,translational_only,NA,NA,1
13281,MED14,1.02066582155403,1,translational_only,NA,NA,1
13282,MED14OS,0.174566721076029,1,translational_only,0.650841870634314,1,-1
13283,MED15,1.59849898984494,1,both,NA,NA,1
13284,MED15P9,-0.364842115616915,1,translational_only,NA,NA,1
13285,MED16,1.0725360416024,1,translational_only,NA,NA,1
13286,MED17,1.04710783300541,1,translational_only,NA,NA,1
13287,MED18,0.218176071511267,1,translational_only,0.414817737323564,1,-1
13288,MED19,0.186359500784918,1,translational_only,NA,NA,1
13289,MED20,4.0169543185783,1,both,NA,NA,1
13290,MED21,1.94014507875027,1,both,NA,NA,1
13291,MED22,0.105592416904614,1,translational_only,NA,NA,1
13292,MED23,-0.610931904135865,1,translational_only,NA,NA,1
13293,MED24,0.979052300402467,1,translational_only,NA,NA,1
13294,MED25,-0.150409766031942,1,translational_only,0.216942271146585,1,1
13295,MED26,0.133560253563677,1,translational_only,0.923590376971357,1,-1
13296,MED27,-1.50791323866357,1,both,NA,NA,1
13297,MED28,1.20232433852148,1,translational_only,NA,NA,1
13298,MED29,0.401233127705992,1,translational_only,0.172459516732839,1,-1
13299,MED30,-0.66737289736489,1,translational_only,NA,NA,1
13300,MED31,0.250785867289828,1,translational_only,0.519319580312841,1,-1
13301,MED4,-0.142442052480924,1,translational_only,NA,NA,1
13302,MED4-AS1,-0.145667568958684,1,translational_only,1,1,1
13303,MED6,0.613089499114389,1,translational_only,NA,NA,1
13304,MED7,1.23576076193854,1,translational_only,NA,NA,1
13305,MED8,-0.131536881578824,1,translational_only,NA,NA,1
13306,MED9,2.18955716617166,1,both,NA,NA,1
13307,MEDAG,0,1,translational_only,NA,NA,1
13308,MEF2A,0.056311085349697,1,translational_only,0.948242995172291,1,-1
13309,MEF2B,0,1,translational_only,NA,NA,1
13310,MEF2BNB,1.01298981918404,1,translational_only,NA,NA,1
13311,MEF2BNB-MEF2B,0,1,translational_only,NA,NA,1
13312,MEF2C,0.797248550842538,1,translational_only,NA,NA,1
13313,MEF2C-AS1,3.09547827880185,1,both,NA,NA,1
13314,MEF2D,0.399982623446185,1,translational_only,0.822485500960045,1,-1
13315,MEFV,-0.022328566091547,1,translational_only,0.775165372306411,1,1
13316,MEG3,0,1,translational_only,NA,NA,1
13317,MEG8,0,1,translational_only,NA,NA,1
13318,MEG9,3.10548981321731,1,both,NA,NA,1
13319,MEGF10,0,1,translational_only,NA,NA,1
13320,MEGF11,-0.052351257953415,1,translational_only,0.852490072947456,1,1
13321,MEGF6,0,1,translational_only,NA,NA,1
13322,MEGF8,0.73528779928791,1,translational_only,0.01342935166963,0.377352011633099,-1
13323,MEGF9,0.48508147517649,1,translational_only,0.030982560771231,0.550732439509071,-1
13324,MEI1,-1.50668645726582,1,both,NA,NA,1
13325,MEI4,0,1,translational_only,NA,NA,1
13326,MEIG1,0,1,translational_only,NA,NA,1
13327,MEIKIN,0,1,translational_only,NA,NA,1
13328,MEIOB,-1.08302887853397,1,translational_only,NA,NA,1
13329,MEIS1,-0.120998385347,1,translational_only,NA,NA,1
13330,MEIS1-AS2,3.1149439500838,1,both,NA,NA,1
13331,MEIS1-AS3,0,1,translational_only,NA,NA,1
13332,MEIS2,0.549263906768755,1,translational_only,NA,NA,1
13333,MEIS3,0,1,translational_only,NA,NA,1
13334,MEIS3P1,2.26656263471436,1,both,NA,NA,1
13335,MELK,0.214435210217606,1,translational_only,0.534359820892992,1,-1
13336,MEMO1,-0.222249485423629,1,translational_only,0.98005067502377,1,1
13337,MEN1,0.696974809887146,1,translational_only,NA,NA,1
13338,MEOX1,0,1,translational_only,NA,NA,1
13339,MEOX2,0,1,translational_only,NA,NA,1
13340,MEOX2-AS1,0,1,translational_only,NA,NA,1
13341,MEP1A,0,1,translational_only,NA,NA,1
13342,MEP1B,0,1,translational_only,NA,NA,1
13343,MEPCE,0.64172558238415,1,translational_only,NA,NA,1
13344,MEPE,0,1,translational_only,NA,NA,1
13345,MERTK,3.11494367046603,1,both,NA,NA,1
13346,MESDC1,0.497086794398774,1,translational_only,NA,NA,1
13347,MESDC2,0.59347040845921,1,translational_only,0.153583832493981,1,-1
13348,MESP1,0,1,translational_only,NA,NA,1
13349,MESP2,2.26244665778137,1,both,NA,NA,1
13350,MEST,-0.327650532519859,1,translational_only,NA,NA,1
13351,MESTIT1,-0.362303122246214,1,translational_only,NA,NA,1
13352,MET,0.38221710216204,1,translational_only,NA,NA,1
13353,METAP1,0.295514478657105,1,translational_only,0.207116009997971,1,-1
13354,METAP1D,3.10548981321731,1,both,NA,NA,1
13355,METAP2,0.272245675253157,1,translational_only,0.99052779411293,1,1
13356,METRN,-0.393460877491756,1,translational_only,NA,NA,1
13357,METRNL,-0.698261058089446,1,translational_only,NA,NA,1
13358,METTL1,-0.721367628293086,1,translational_only,NA,NA,1
13359,METTL10,1.26446210924795,1,translational_only,NA,NA,1
13360,METTL11B,0,1,translational_only,NA,NA,1
13361,METTL12,0.660216720149454,1,translational_only,0.384524449743857,1,-1
13362,METTL13,-0.336110877873409,1,translational_only,NA,NA,1
13363,METTL14,1.12441586460889,1,translational_only,NA,NA,1
13364,METTL15,-0.276979665283901,1,translational_only,NA,NA,1
13365,METTL16,-0.007078206130421,1,translational_only,0.612588867261024,1,1
13366,METTL17,-0.740818441600116,1,translational_only,NA,NA,1
13367,METTL18,-0.129922809012855,1,translational_only,NA,NA,1
13368,METTL20,-0.239451761746772,1,translational_only,0.227405888943076,1,-1
13369,METTL21A,0.094523198649286,1,translational_only,0.72683217614214,1,-1
13370,METTL21B,0.648430537088162,1,translational_only,NA,NA,1
13371,METTL21C,-0.973702177770348,1,translational_only,NA,NA,1
13372,METTL21EP,3.11494339150527,1,both,NA,NA,1
13373,METTL22,-1.50667125932241,1,both,NA,NA,1
13374,METTL23,-0.403678902415197,1,translational_only,NA,NA,1
13375,METTL24,0,1,translational_only,NA,NA,1
13376,METTL25,-0.609077358188895,1,translational_only,NA,NA,1
13377,METTL2A,-0.031867703569969,1,translational_only,0.701919217932472,1,1
13378,METTL2B,-0.271955831245709,1,translational_only,0.664264857745148,1,1
13379,METTL3,-0.090510847004131,1,translational_only,0.988056781001554,1,1
13380,METTL4,-0.121676429216519,1,translational_only,NA,NA,1
13381,METTL5,-0.388230329950075,1,translational_only,0.986727385863396,1,-1
13382,METTL6,-0.55718934577846,1,translational_only,NA,NA,1
13383,METTL7A,-0.559136473950978,1,translational_only,0.66846478330733,1,1
13384,METTL7B,1.25099278126266,1,translational_only,NA,NA,1
13385,METTL8,0.206338867300603,1,translational_only,0.97784834483593,1,-1
13386,METTL9,0.139225242839755,1,translational_only,NA,NA,1
13387,MEX3A,0.680122225464484,1,translational_only,0.097952784926785,0.867581809351522,-1
13388,MEX3B,3.63399683589184,1,both,NA,NA,1
13389,MEX3C,-0.208907859778239,1,translational_only,NA,NA,1
13390,MEX3D,0.318128437613022,1,translational_only,NA,NA,1
13391,MFAP1,0.449711870242678,1,translational_only,0.535483498899739,1,-1
13392,MFAP2,-0.120994292277909,1,translational_only,NA,NA,1
13393,MFAP3,0.652260341502059,1,translational_only,NA,NA,1
13394,MFAP3L,0,1,translational_only,NA,NA,1
13395,MFAP4,0.138136987244567,1,translational_only,0.568818026801793,1,-1
13396,MFAP5,-0.097324812342604,1,translational_only,NA,NA,1
13397,MFF,0.932472948189053,1,translational_only,NA,NA,1
13398,MFGE8,1.01905839356774,1,translational_only,NA,NA,1
13399,MFHAS1,1.11212988160646,1,translational_only,NA,NA,1
13400,MFI2,0.301671863184799,1,translational_only,0.306529085692383,1,-1
13401,MFI2-AS1,0.024820345819533,1,translational_only,1,1,1
13402,MFN1,0.709891344749688,1,translational_only,NA,NA,1
13403,MFN2,0.932990808813688,1,translational_only,NA,NA,1
13404,MFNG,2.26655630593403,1,both,NA,NA,1
13405,MFRP,0,1,translational_only,NA,NA,1
13406,MFSD1,-0.465060695199969,1,translational_only,NA,NA,1
13407,MFSD10,-0.149652987025716,1,translational_only,NA,NA,1
13408,MFSD11,0.073958494506795,1,translational_only,0.6731806364264,1,-1
13409,MFSD12,-0.148844762562073,1,translational_only,0.037746586055508,0.58796256075428,1
13410,MFSD2A,0,1,translational_only,NA,NA,1
13411,MFSD2B,4.02262576107034,1,both,NA,NA,1
13412,MFSD3,0.042115616128181,1,translational_only,NA,NA,1
13413,MFSD4,0.249908651500607,1,translational_only,0.878481494391634,1,-1
13414,MFSD5,-0.608470867541275,1,translational_only,NA,NA,1
13415,MFSD6,0.452190732109324,1,translational_only,0.246220744635329,1,-1
13416,MFSD6L,0,1,translational_only,NA,NA,1
13417,MFSD7,-0.177919284311627,1,translational_only,0.638413587697999,1,1
13418,MFSD8,0.414543899849567,1,translational_only,NA,NA,1
13419,MFSD9,0.164574145157947,1,translational_only,NA,NA,1
13420,MGA,0.031771276432703,1,translational_only,NA,NA,1
13421,MGAM,0,1,translational_only,NA,NA,1
13422,MGAM2,0,1,translational_only,NA,NA,1
13423,MGARP,0,1,translational_only,NA,NA,1
13424,MGAT1,-0.333053948917102,1,translational_only,NA,NA,1
13425,MGAT2,0.476651188590036,1,translational_only,NA,NA,1
13426,MGAT3,-0.140140846874541,1,translational_only,NA,NA,1
13427,MGAT3-AS1,0,1,translational_only,NA,NA,1
13428,MGAT4A,0.482402140350258,1,translational_only,0.539252994162671,1,-1
13429,MGAT4B,0.353680487089277,1,translational_only,0.14581396377822,1,-1
13430,MGAT4C,0,1,translational_only,NA,NA,1
13431,MGAT4D,0,1,translational_only,NA,NA,1
13432,MGAT4EP,-2.38305798493479,1,both,NA,NA,1
13433,MGAT5,0.935993117897939,1,translational_only,NA,NA,1
13434,MGAT5B,0.509832139191918,1,translational_only,NA,NA,1
13435,MGC12916,2.26245393347143,1,both,NA,NA,1
13436,MGC15885,0.714663494178993,1,translational_only,NA,NA,1
13437,MGC16025,0,1,translational_only,NA,NA,1
13438,MGC16142,-0.404987868885769,1,translational_only,NA,NA,1
13439,MGC16275,-0.038468126079347,1,translational_only,0.993034153757144,1,-1
13440,MGC27345,-0.121021389262145,1,translational_only,0.697828241574304,1,-1
13441,MGC27382,0,1,translational_only,NA,NA,1
13442,MGC2889,0,1,translational_only,NA,NA,1
13443,MGC32805,0,1,translational_only,NA,NA,1
13444,MGC34796,0,1,translational_only,NA,NA,1
13445,MGC39584,0,1,translational_only,NA,NA,1
13446,MGC45922,0,1,translational_only,NA,NA,1
13447,MGC57346,-0.391672611716854,1,translational_only,NA,NA,1
13448,MGC57346-CRHR1,0,1,translational_only,NA,NA,1
13449,MGC70870,0,1,translational_only,NA,NA,1
13450,MGC72080,0.249606261684281,1,translational_only,NA,NA,1
13451,MGEA5,0.8697515201455,0.911536209754565,translational_only,0.003932419420423,0.211134436510964,-1
13452,MGLL,0.167815547262463,1,translational_only,NA,NA,1
13453,MGME1,1.10763271437594,1,translational_only,NA,NA,1
13454,MGMT,0,1,translational_only,NA,NA,1
13455,MGP,0,1,translational_only,NA,NA,1
13456,MGRN1,0.42848391219679,1,translational_only,NA,NA,1
13457,MGST1,2.40860190003128,1,both,NA,NA,1
